,BINODENOSON,TOZADENANT,VIPADENANT,EVODENOSON,ISTRADEFYLLINE,APADENOSON,SONEDENOSON,UK432097,ETRUMADENANT,SIPAGLADENANT,ST1535,CIFORADENANT,BVT.115959,AMP579
Gen_69,0.10309278350515463,0.13043478260869565,0.11235955056179775,0.12264150943396226,0.11494252873563218,0.1568627450980392,0.08247422680412371,0.16379310344827586,0.10204081632653061,0.11578947368421053,0.1,0.11,0.10465116279069768,0.1485148514851485
Gen_70,0.06930693069306931,0.07142857142857142,0.06382978723404255,0.08108108108108109,0.07692307692307693,0.08181818181818182,0.06,0.088,0.06862745098039216,0.07,0.05952380952380952,0.07692307692307693,0.07865168539325842,0.08333333333333333
Gen_71,0.05,0.10869565217391304,0.0898876404494382,0.09345794392523364,0.1875,0.09433962264150944,0.07291666666666667,0.10833333333333334,0.10416666666666667,0.07216494845360824,0.08860759493670886,0.09,0.09411764705882353,0.09615384615384616
Gen_72,0.06,0.08421052631578947,0.12643678160919541,0.06306306306306306,0.11627906976744186,0.06363636363636363,0.061224489795918366,0.072,0.10309278350515463,0.09375,0.07407407407407407,0.1,0.06818181818181818,0.11650485436893204
Gen_73,0.06382978723404255,0.0898876404494382,0.13580246913580246,0.07692307692307693,0.15384615384615385,0.07766990291262135,0.07692307692307693,0.07563025210084033,0.12222222222222222,0.08791208791208792,0.08,0.11827956989247312,0.1,0.09
Gen_74,0.0594059405940594,0.14285714285714285,0.08791208791208792,0.10185185185185185,0.0898876404494382,0.102803738317757,0.06060606060606061,0.08,0.08,0.10416666666666667,0.03529411764705882,0.09900990099009901,0.07954545454545454,0.09433962264150944
Gen_75,0.09615384615384616,0.12121212121212122,0.0707070707070707,0.125,0.10638297872340426,0.11607142857142858,0.08737864077669903,0.109375,0.06481481481481481,0.0970873786407767,0.09195402298850575,0.09259259259259259,0.12087912087912088,0.08849557522123894
Gen_76,0.0891089108910891,0.11458333333333333,0.07368421052631578,0.0990990990990991,0.08695652173913043,0.1,0.058823529411764705,0.078125,0.0673076923076923,0.11224489795918367,0.04597701149425287,0.08571428571428572,0.07692307692307693,0.07207207207207207
Gen_77,0.07920792079207921,0.08163265306122448,0.07446808510638298,0.09009009009009009,0.11235955056179775,0.09090909090909091,0.0594059405940594,0.10483870967741936,0.0891089108910891,0.10204081632653061,0.08433734939759036,0.10784313725490197,0.06593406593406594,0.102803738317757
Gen_78,0.09183673469387756,0.10638297872340426,0.1,0.12264150943396226,0.11494252873563218,0.11320754716981132,0.09375,0.0975609756097561,0.1134020618556701,0.10416666666666667,0.08641975308641975,0.11,0.10465116279069768,0.1262135922330097
Gen_79,0.0759493670886076,0.09333333333333334,0.1,0.07777777777777778,0.08695652173913043,0.07865168539325842,0.07792207792207792,0.10784313725490197,0.11688311688311688,0.09090909090909091,0.1,0.09876543209876543,0.07352941176470588,0.08045977011494253
Gen_80,0.07920792079207921,0.11578947368421053,0.06315789473684211,0.09009009009009009,0.07608695652173914,0.10091743119266056,0.049019607843137254,0.0873015873015873,0.057692307692307696,0.1134020618556701,0.034482758620689655,0.0761904761904762,0.06593406593406594,0.07272727272727272
Gen_81,0.1,0.12631578947368421,0.0851063829787234,0.10909090909090909,0.0989010989010989,0.11009174311926606,0.08,0.13114754098360656,0.07766990291262135,0.10101010101010101,0.07058823529411765,0.08571428571428572,0.08888888888888889,0.13333333333333333
Gen_82,0.0851063829787234,0.125,0.10588235294117647,0.12871287128712872,0.06976744186046512,0.10784313725490197,0.08695652173913043,0.14035087719298245,0.09574468085106383,0.1348314606741573,0.05063291139240506,0.1276595744680851,0.0975609756097561,0.12121212121212122
Gen_83,0.1276595744680851,0.09574468085106383,0.08888888888888889,0.12380952380952381,0.09090909090909091,0.10377358490566038,0.08333333333333333,0.13559322033898305,0.07,0.11702127659574468,0.06097560975609756,0.0784313725490196,0.08045977011494253,0.12745098039215685
